,Unnamed: 0,title,performer,first_week,total_weeks,peak_pos,genre
118,7876,Final Fantasy,Drake,2018-07-14,1,56,Rap/Hip Hop
119,19140,Nonstop,Drake,2018-07-14,22,2,Rap/Hip Hop
120,25888,That's How You Feel,Drake,2018-07-14,2,37,Rap/Hip Hop
121,24992,"Sunrise, Sunburn, Sunset",Luke Bryan,2018-07-14,16,35,Country
122,22276,Sandra's Rose,Drake,2018-07-14,2,27,Rap/Hip Hop
123,25508,Talk Up,Drake Featuring JAY-Z,2018-07-14,3,20,Rap/Hip Hop
124,11027,Hotel Key,Old Dominion,2018-07-14,19,48,Country
125,3226,Blue Tint,Drake,2018-07-14,3,30,Rap/Hip Hop
126,6454,Don't Matter To Me,Drake Featuring Michael Jackson,2018-07-14,5,9,Rap/Hip Hop
127,7094,Elevate,Drake,2018-07-14,3,14,Films/Games
128,14864,Kiss Somebody,Morgan Evans,2018-07-14,8,53,Country
129,13769,Is There More,Drake,2018-07-14,2,36,Rap/Hip Hop
130,14180,Jaded,Drake,2018-07-14,2,32,Pop
131,20312,Peak,Drake,2018-07-14,2,38,Asian Music
132,4099,Can't Take A Joke,Drake,2018-07-14,4,18,Rap/Hip Hop
133,15301,Legends,Juice WRLD,2018-07-07,3,29,Rap/Hip Hop
134,15652,Life Changes,Thomas Rhett,2018-07-07,14,36,Country
135,26517,The Light Is Coming,Ariana Grande Featuring Nicki Minaj,2018-07-07,2,89,Pop
136,4884,Coming Home,Keith Urban Featuring Julia Michaels,2018-07-07,7,50,Rap/Hip Hop
137,23753,Sober,Demi Lovato,2018-07-07,3,47,Rock
138,23791,Solo,Clean Bandit Featuring Demi Lovato,2018-07-07,13,58,Rap/Hip Hop
139,19351,Ocean,Martin Garrix Featuring Khalid,2018-06-30,5,78,Alternative
140,3387,Born To Be Yours,Kygo & Imagine Dragons,2018-06-30,2,74,Dance
141,3399,Boss,The Carters,2018-06-30,2,77,Rap/Hip Hop
142,2960,Bigger > You,"2 Chainz, Drake & Quavo",2018-06-30,2,53,Rap/Hip Hop
143,10946,Hope,XXXTENTACION,2018-06-30,2,70,Pop
144,6881,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-06-30,19,32,Country
145,5346,DDU-DU DDU-DU,BLACKPINK,2018-06-30,1,55,Asian Music
146,2658,Bed,Nicki Minaj Featuring Ariana Grande,2018-06-30,10,42,Pop
147,18813,Nice,The Carters,2018-06-30,1,95,Singer & Songwriter
148,1797,Apes**t,The Carters,2018-06-30,15,13,Electro
149,8451,Friends,The Carters,2018-06-30,1,99,Alternative
150,24893,Summer,The Carters,2018-06-30,1,84,Dance
151,4990,Cop Shot The Kid,Nas Featuring Kanye West,2018-06-30,1,96,Rap/Hip Hop
152,16295,Lose It,Kane Brown,2018-06-23,20,28,Rock
153,431,4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,2018-06-23,1,42,Rap/Hip Hop
154,7913,Fire,KIDS SEE GHOSTS,2018-06-23,1,67,Pop
155,7779,Feel The Love,KIDS SEE GHOSTS,2018-06-23,1,47,Dance
156,21338,Reborn,KIDS SEE GHOSTS,2018-06-23,2,39,Rap/Hip Hop
157,14634,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-23,1,73,Rap/Hip Hop
158,11972,I Know You,Lil Skies Featuring Yung Pinch,2018-06-23,3,79,Rap/Hip Hop
159,5301,Cudi Montage,KIDS SEE GHOSTS,2018-06-23,1,69,Rap/Hip Hop
160,21578,Rich Sex,Nicki Minaj Featuring Lil Wayne,2018-06-23,2,56,Rap/Hip Hop
161,8411,"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,2018-06-23,1,62,Rap/Hip Hop
162,28807,Violent Crimes,Kanye West,2018-06-16,2,27,Rap/Hip Hop
163,18975,No Mistakes,Kanye West,2018-06-16,1,36,Rap/Hip Hop
164,31623,Youngblood,5 Seconds Of Summer,2018-06-16,48,7,Pop
165,30923,Yikes,Kanye West,2018-06-16,5,8,Rap/Hip Hop
166,11221,Humility,Gorillaz Featuring George Benson,2018-06-16,1,85,Alternative
167,18170,Must've Never Met You,Luke Combs,2018-06-16,1,81,Country
168,8861,Ghost Town,Kanye West Featuring PARTYNEXTDOOR,2018-06-16,2,16,Rap/Hip Hop
169,1221,All Mine,Kanye West,2018-06-16,9,11,R&B
170,23301,Sin Pijama,Becky G + Natti Natasha,2018-06-16,12,70,Rap/Hip Hop
171,23289,Simple,Florida Georgia Line,2018-06-16,20,32,Rock
172,912,Africa,Weezer,2018-06-16,15,51,Pop
173,12327,I Thought About Killing You,Kanye West,2018-06-16,1,28,Rap/Hip Hop
174,30775,Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,2018-06-16,2,24,Rap/Hip Hop
175,12476,I Was Jack (You Were Diane),Jake Owen,2018-06-09,11,43,Country
176,13389,If You Know You Know,Pusha T,2018-06-09,1,73,Rap/Hip Hop
177,5943,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,2018-06-09,1,80,Pop
178,8971,Girls Like You,Maroon 5 Featuring Cardi B,2018-06-09,52,1,Pop
179,26327,The Games We Play,Pusha T,2018-06-09,1,100,Rap/Hip Hop
180,16813,Lovely,Billie Eilish & Khalid,2018-06-09,22,64,Alternative
181,25302,TATI,6ix9ine Featuring DJ SPINKING,2018-06-09,5,46,Alternative
182,13095,I'm Upset,Drake,2018-06-09,16,7,Rap/Hip Hop
183,2887,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018-06-09,24,16,Rap/Hip Hop
184,25544,Taste,Tyga Featuring Offset,2018-06-09,29,8,Pop
185,20791,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,2018-06-09,8,45,Rap/Hip Hop
186,29652,What Would Meek Do?,Pusha T Featuring Kanye West,2018-06-09,1,75,Rap/Hip Hop
187,13659,Infrared,Pusha T,2018-06-09,1,65,Rock
188,10607,High Hopes,Panic! At The Disco,2018-06-09,52,4,Rock
189,6354,Don't Go Breaking My Heart,Backstreet Boys,2018-06-02,10,63,Pop
190,24174,Southside,Lil Baby,2018-06-02,1,79,R&B
191,7585,Fake Love,BTS,2018-06-02,6,10,Asian Music
192,29409,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",2018-06-02,4,78,Rap/Hip Hop
193,4326,Champion,NAV Featuring Travis Scott,2018-06-02,1,86,Rap/Hip Hop
194,15657,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,2018-06-02,6,74,Rap/Hip Hop
195,15772,Like That,Kris Wu,2018-06-02,1,73,Rap/Hip Hop
196,15365,Let It Sing,Kevin Gates,2018-06-02,1,82,Rap/Hip Hop
197,4340,Change Lanes,Kevin Gates,2018-06-02,1,68,Rap/Hip Hop
198,6744,Downtown's Dead,Sam Hunt,2018-06-02,2,94,Country
199,22283,Sangria Wine,Pharrell Williams x Camila Cabello,2018-06-02,1,83,Dance
200,30884,Yes Indeed,Lil Baby & Drake,2018-05-26,29,6,Rap/Hip Hop
201,1153,All Girls Are The Same,Juice WRLD,2018-05-26,20,41,Rap/Hip Hop
202,17413,Me Niego,Reik Featuring Ozuna & Wisin,2018-05-26,3,77,Pop
203,16894,Lucid Dreams,Juice WRLD,2018-05-26,48,2,Rap/Hip Hop
204,23096,Shoota,Playboi Carti Featuring Lil Uzi Vert,2018-05-26,4,46,Rap/Hip Hop
205,16936,Lust,Lil Skies,2018-05-26,4,87,Pop
206,2271,Back To You,Selena Gomez,2018-05-26,26,18,R&B
207,20813,Preach,YoungBoy Never Broke Again,2018-05-19,1,98,Rap/Hip Hop
208,17513,Mercy,Brett Young,2018-05-19,20,29,Pop
209,6643,Done For Me,Charlie Puth Featuring Kehlani,2018-05-19,9,53,Pop
210,9660,Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,2018-05-19,3,79,Rap/Hip Hop
211,29121,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,2018-05-19,5,16,Rock
212,31706,Youth,Shawn Mendes Featuring Khalid,2018-05-19,2,65,Rock
213,2598,Beautiful Crazy,Luke Combs,2018-05-19,31,21,Country
214,27422,This Is America,Childish Gambino,2018-05-19,17,1,Alternative
215,24874,Sugar Wraith,Post Malone,2018-05-12,1,57,Rap/Hip Hop
216,20199,Paranoid,Post Malone,2018-05-12,6,11,Rock
217,2395,Ball For Me,Post Malone Featuring Nicki Minaj,2018-05-12,14,16,Rap/Hip Hop
218,30848,Ye vs The People,Kanye West Featuring T.I.,2018-05-12,1,85,Rap/Hip Hop
219,506,92 Explorer,Post Malone,2018-05-12,3,40,Rap/Hip Hop
220,3095,Blame It On Me,Post Malone,2018-05-12,2,47,Singer & Songwriter
221,24424,Stay,Post Malone,2018-05-12,4,17,Pop
222,19944,Otherside,Post Malone,2018-05-12,2,46,Alternative
223,31718,Zack And Codeine,Post Malone,2018-05-12,3,23,Rap/Hip Hop
224,2841,Better Now,Post Malone,2018-05-12,52,3,Rap/Hip Hop
225,22248,Same Bitches,Post Malone Featuring G-Eazy & YG,2018-05-12,3,20,Rap/Hip Hop
226,7660,Famous,Mason Ramsey,2018-05-12,2,62,Rap/Hip Hop
227,20073,Overdose,YoungBoy Never Broke Again,2018-05-12,9,42,Rock
228,21563,Rich & Sad,Post Malone,2018-05-12,6,14,Rap/Hip Hop
229,25469,Takin' Shots,Post Malone,2018-05-12,3,29,Rap/Hip Hop
230,14362,Jonestown (Interlude),Post Malone,2018-05-12,1,73,Rap/Hip Hop
231,20055,Over Now,Post Malone,2018-05-12,3,24,Pop
232,24269,Spoil My Night,Post Malone Featuring Swae Lee,2018-05-12,5,15,Rap/Hip Hop
233,17997,Motiv8,J. Cole,2018-05-05,2,15,Rap/Hip Hop
234,19068,No Tears Left To Cry,Ariana Grande,2018-05-05,27,3,Pop
235,5396,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,2018-05-05,9,36,Dance
236,8445,Friends,J. Cole Featuring kiLL edward,2018-05-05,1,46,Alternative
237,26202,The Cut Off,J. Cole Featuring kiLL edward,2018-05-05,1,28,Rap/Hip Hop
238,7445,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2018-05-05,13,66,Country
239,3464,Brackets,J. Cole,2018-05-05,1,30,Rap/Hip Hop
240,4621,Close,Rae Sremmurd & Travis Scott,2018-05-05,1,98,Alternative
241,13714,Intro,J. Cole,2018-05-05,1,53,Rap/Hip Hop
242,30466,Window Pain (Outro),J. Cole,2018-05-05,1,41,Rap/Hip Hop
243,14763,Kevin's Heart,J. Cole,2018-05-05,5,8,Rap/Hip Hop
244,20428,Photograph,J. Cole,2018-05-05,2,14,Pop
245,14637,KOD,J. Cole,2018-05-05,12,10,Rap/Hip Hop
246,19335,OTW,"Khalid, Ty Dolla $ign & 6LACK",2018-05-05,18,57,R&B
247,2028,Babe,Sugarland Featuring Taylor Swift,2018-05-05,2,72,Rock
248,19570,Once An Addict (Interlude),J. Cole,2018-05-05,1,47,Rap/Hip Hop
249,25555,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-05-05,21,36,Reggaeton
250,322,1985 (Intro To The Fall Off),J. Cole,2018-05-05,2,20,Rap/Hip Hop
251,830,ATM,J. Cole,2018-05-05,5,6,Rap/Hip Hop
252,7218,Esskeetit,Lil Pump,2018-04-28,12,24,Rap/Hip Hop
253,1748,Anybody,Young Thug Featuring Nicki Minaj,2018-04-28,1,89,Rap/Hip Hop
254,5266,Cry Pretty,Carrie Underwood,2018-04-28,12,48,Country
255,15375,Let Me,Zayn,2018-04-28,1,73,R&B
256,9659,Guatemala,Swae Lee Featuring Slim Jxmmi,2018-04-28,1,84,Rap/Hip Hop
257,9555,Gotti,6ix9ine,2018-04-28,1,99,Rap/Hip Hop
258,27594,Thru Your Phone,Cardi B,2018-04-21,3,50,Rap/Hip Hop
259,5848,Diamond Teeth Samurai,YoungBoy Never Broke Again,2018-04-21,5,59,Rap/Hip Hop
260,1390,Alone,Halsey Featuring Big Sean & Stefflon Don,2018-04-21,14,66,Rock
261,6845,Drip,Cardi B Featuring Migos,2018-04-21,10,21,Rap/Hip Hop
262,19646,One Kiss,Calvin Harris & Dua Lipa,2018-04-21,21,26,Dance
263,21678,Ring,Cardi B Featuring Kehlani,2018-04-21,20,28,Country
264,2463,Barbie Tingz,Nicki Minaj,2018-04-21,4,25,Rap/Hip Hop
265,2787,Best Life,Cardi B Featuring Chance The Rapper,2018-04-21,3,39,Rap/Hip Hop
266,22876,She Bad,Cardi B & YG,2018-04-21,2,57,Rap/Hip Hop
267,2882,Bickenhead,Cardi B,2018-04-21,2,43,Rap/Hip Hop
268,811,A$AP Forever,A$AP Rocky Featuring Moby,2018-04-21,2,63,Rap/Hip Hop
269,8807,Get Up 10,Cardi B,2018-04-21,2,38,Rap/Hip Hop
270,11988,I Like It,"Cardi B, Bad Bunny & J Balvin",2018-04-21,51,1,Rap/Hip Hop
271,18818,Nice For What,Drake,2018-04-21,25,1,Rap/Hip Hop
272,11576,I Do,Cardi B Featuring SZA,2018-04-21,5,23,Asian Music
273,17824,Money Bag,Cardi B,2018-04-21,2,58,Rap/Hip Hop
274,4534,Chun-Li,Nicki Minaj,2018-04-21,16,10,Rap/Hip Hop
275,8689,Get Along,Kenny Chesney,2018-04-21,21,22,Country
276,17441,Medicine,Queen Naija,2018-04-14,20,45,R&B
277,3309,Boo'd Up,Ella Mai,2018-04-14,35,5,R&B
278,20940,Proud,2 Chainz Featuring YG & Offset,2018-04-14,2,96,R&B
279,2510,Be Careful,Cardi B,2018-04-14,20,11,Rap/Hip Hop
280,30633,"Woman, Amen",Dierks Bentley,2018-04-14,12,53,Country
281,29113,Wasted Times,The Weeknd,2018-04-14,3,27,R&B
282,12483,I Was Never There,The Weeknd Featuring Gesaffelstein,2018-04-14,1,35,R&B
283,3932,Call Out My Name,The Weeknd,2018-04-14,18,4,R&B
284,28243,Try Me,The Weeknd,2018-04-14,2,26,R&B
285,11263,Hurt You,The Weeknd Featuring Gesaffelstein,2018-04-14,1,43,R&B
286,8089,Focus,H.E.R.,2018-04-14,1,100,Dance
287,19325,OKRA,"Tyler, The Creator",2018-04-14,1,89,Alternative
288,20905,Privilege,The Weeknd,2018-04-14,1,52,Alternative
289,25347,Take Back Home Girl,Chris Lane Featuring Tori Kelly,2018-04-14,12,55,Country
290,28645,Up Down,Morgan Wallen Featuring Florida Georgia Line,2018-04-07,20,49,Rap/Hip Hop
291,22399,Say Amen (Saturday Night),Panic! At The Disco,2018-04-07,3,60,Alternative
292,16336,Lost In Japan,Shawn Mendes X Zedd,2018-04-07,16,48,Pop
293,14212,Japan,Famous Dex,2018-04-07,15,28,Alternative
294,8196,For The First Time,Darius Rucker,2018-04-07,10,58,Alternative
295,19046,No Roots,Alice Merton,2018-04-07,3,84,Alternative
296,19723,One Number Away,Luke Combs,2018-03-31,20,34,Country
297,17895,Moonlight,XXXTENTACION,2018-03-31,20,13,R&B
298,7334,Everybody Hates Me,The Chainsmokers,2018-03-31,1,100,Dance
299,8317,Found / Tonight,Lin-Manuel Miranda & Ben Platt,2018-03-31,1,49,Films/Games
300,19296,Numb,XXXTENTACION,2018-03-31,3,80,Alternative
301,13656,Infinity (888),XXXTENTACION Featuring Joey Bada$$,2018-03-31,1,83,Pop
302,26815,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2018-03-31,5,55,Pop
303,9225,Going Down!,XXXTENTACION,2018-03-31,1,95,Pop
304,13525,In My Blood,Shawn Mendes,2018-03-31,23,11,Pop
305,23381,Sit Next To Me,Foster The People,2018-03-31,20,42,Alternative
306,8364,Freaky Friday,Lil Dicky Featuring Chris Brown,2018-03-31,20,8,Rap/Hip Hop
307,29083,Warm It Up,Logic Featuring Young Sinatra,2018-03-24,1,98,Rap/Hip Hop
308,31726,Zombie,Bad Wolves,2018-03-24,18,54,Rock
309,464,66,Lil Yachty Featuring Trippie Redd,2018-03-24,1,73,Rap/Hip Hop
310,13644,Indica Badu,Logic Featuring Wiz Khalifa,2018-03-24,1,56,Rap/Hip Hop
311,3342,Boom!,Lil Yachty Featuring Ugly God,2018-03-24,1,88,Rock
312,5750,Delicate,Taylor Swift,2018-03-24,35,12,Pop
313,20079,Overnight,Logic,2018-03-24,1,68,Alternative
314,3348,BoomTrap Protocol,Logic,2018-03-24,1,97,Rap/Hip Hop
315,17580,Midnight,Logic,2018-03-24,1,74,Pop
316,31710,Yuck,Logic,2018-03-24,1,87,Rap/Hip Hop
317,18511,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,2018-03-24,4,63,Rap/Hip Hop
318,29101,Wassup,Logic Featuring Big Sean,2018-03-24,1,83,Rap/Hip Hop
319,4950,Contra,Logic,2018-03-24,1,60,Rap/Hip Hop
320,30816,X,Nicky Jam x J Balvin,2018-03-17,21,41,Electro
321,20784,Powerglide,Rae Sremmurd & Juicy J,2018-03-17,17,28,Rap/Hip Hop
322,7382,Everyday,Logic & Marshmello,2018-03-17,13,29,Rap/Hip Hop
323,4362,Changes,XXXTENTACION,2018-03-17,20,18,Rap/Hip Hop
324,25725,Tempo,Chris Brown,2018-03-17,4,88,Rap/Hip Hop
325,3644,Broken Clocks,SZA,2018-03-17,4,82,R&B
326,22318,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2018-03-17,16,74,R&B
327,22200,Sad!,XXXTENTACION,2018-03-17,38,1,Pop
328,24721,Stranger Things,Joyner Lucas & Chris Brown,2018-03-17,1,91,Rap/Hip Hop
329,12027,I Lived It,Blake Shelton,2018-03-17,18,63,Rap/Hip Hop
330,18923,No Excuses,Meghan Trainor,2018-03-17,12,46,Pop
331,27995,Top Off,"DJ Khaled Featuring JAY Z, Future & B",2018-03-17,7,22,Rap/Hip Hop
332,29062,Want You Back,5 Seconds Of Summer,2018-03-10,1,61,Pop
333,3519,Break Up In The End,Cole Swindell,2018-03-10,17,49,Country
334,423,44 More,Logic,2018-03-10,5,22,Rap/Hip Hop
335,2982,Billy,6ix9ine,2018-03-10,8,50,Rock
336,20959,Psycho,Post Malone Featuring Ty Dolla $ign,2018-03-10,39,1,Rap/Hip Hop
337,17106,Make Me Feel,Janelle Monae,2018-03-10,1,99,Alternative
338,21127,RONDO,6ix9ine Featuring Tory Lanez & Young Thug,2018-03-10,1,73,Rap/Hip Hop
339,3357,Booty,Blac Youngsta,2018-03-10,5,73,Pop
340,23030,She's With Me,High Valley,2018-03-10,8,79,Country
341,8819,Get You,Daniel Caesar Featuring Kali Uchis,2018-03-03,6,93,Alternative
342,16552,Love Lies,Khalid & Normani,2018-03-03,51,9,Rap/Hip Hop
343,20196,Paramedic!,SOB X RBE,2018-02-24,4,65,Rap/Hip Hop
344,27064,The Ways,Khalid & Swae Lee,2018-02-24,3,63,Rap/Hip Hop
345,2941,Big Shot,Kendrick Lamar & Travis Scott,2018-02-24,2,71,Rap/Hip Hop
346,16199,Look Alive,BlocBoy JB Featuring Drake,2018-02-24,25,5,Rap/Hip Hop
347,12003,I Like Me Better,Lauv,2018-02-24,41,27,Pop
348,8449,Friends,Marshmello & Anne-Marie,2018-02-24,29,11,Alternative
349,30817,X,"ScHoolboy Q, 2 Chainz & Saudi",2018-02-24,5,49,Electro
350,20632,Plug Walk,Rich The Kid,2018-02-24,20,13,Rap/Hip Hop
351,3067,Black Panther,Kendrick Lamar,2018-02-24,1,91,Rap/Hip Hop
352,23363,Singles You Up,Jordan Davis,2018-02-17,19,50,Country
353,578,A Girl Like You,Easton Corbin,2018-02-17,1,98,Alternative
354,17218,Man Of The Woods,Justin Timberlake,2018-02-17,1,73,Pop
355,6926,Dura,Daddy Yankee,2018-02-17,21,43,Rap/Hip Hop
356,9924,Hardaway,Derez De'Shon,2018-02-17,11,61,Rap/Hip Hop
357,1935,At The Club,Jacquees X Dej Loaf,2018-02-17,7,86,R&B
358,20798,Pray For Me,The Weeknd & Kendrick Lamar,2018-02-17,20,7,Rap/Hip Hop
359,26551,The Long Way,Brett Eldredge,2018-02-17,12,65,Country
360,1966,Auto Pilot,Migos,2018-02-10,1,85,Electro
361,7112,Emoji A Chain,Migos,2018-02-10,1,87,Rap/Hip Hop
362,22428,Say Something,Justin Timberlake Featuring Chris Stapleton,2018-02-10,16,9,Alternative
363,18537,Narcos,Migos,2018-02-10,15,36,Rap/Hip Hop
364,26615,The Middle,"Zedd, Maren Morris & Grey",2018-02-10,40,5,Rock
365,28959,Walk It Talk It,Migos Featuring Drake,2018-02-10,22,10,Rap/Hip Hop
366,19249,Notice Me,Migos Featuring Post Malone,2018-02-10,5,52,Rap/Hip Hop
367,25019,Supastars,Migos,2018-02-10,1,53,Rap/Hip Hop
368,7057,El Farsante,Ozuna & Romeo Santos,2018-02-10,20,49,Reggaeton
369,3856,CC,Migos Featuring Gucci Mane,2018-02-10,1,96,Unknown Genre
370,31244,You Make It Easy,Jason Aldean,2018-02-10,20,28,Country
371,8615,Gang Gang,Migos,2018-02-10,1,73,Rap/Hip Hop
372,10637,Higher We Go (Intro),Migos,2018-02-10,1,83,Rap/Hip Hop
373,18756,New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-02-10,19,41,Rap/Hip Hop
374,17977,Most People Are Good,Luke Bryan,2018-02-10,18,43,Country
375,2020,BBO (Bad Bitches Only),Migos Featuring 21 Savage,2018-02-10,2,48,Rap/Hip Hop
376,30145,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",2018-02-10,1,64,Rap/Hip Hop
377,9198,God's Plan,Drake,2018-02-03,36,1,Rap/Hip Hop
378,21738,Rock,Plies,2018-02-03,5,95,Rap/Hip Hop
379,17659,Mine,Bazzi,2018-02-03,34,11,Pop
380,5952,Diplomatic Immunity,Drake,2018-02-03,3,7,Rap/Hip Hop
381,23217,Sick Boy,The Chainsmokers,2018-02-03,3,65,Dance
382,18996,No Name,NF,2018-02-03,1,82,Rock
383,25072,Supplies,Justin Timberlake,2018-02-03,2,71,Pop
384,14831,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-01-27,20,21,Rap/Hip Hop
385,18395,My My My!,Troye Sivan,2018-01-27,1,80,Asian Music
386,25774,Tequila,Dan + Shay,2018-01-27,50,21,Country
387,13179,IDGAF,Dua Lipa,2018-01-27,23,49,Pop
388,20028,Outside Today,YoungBoy Never Broke Again,2018-01-27,19,31,Rap/Hip Hop
389,7051,El Bano,Enrique Iglesias Featuring Bad Bunny,2018-01-27,1,98,Rap/Hip Hop
390,26138,The Champion,Carrie Underwood Featuring Ludacris,2018-01-27,3,47,Pop
391,14633,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-01-27,8,43,Rap/Hip Hop
392,8220,For You (Fifty Shades Freed),Liam Payne & Rita Ora,2018-01-20,3,76,Pop
393,1309,All The Stars,Kendrick Lamar & SZA,2018-01-20,21,7,Rap/Hip Hop
394,19283,Nowadays,Lil Skies Featuring Landon Cube,2018-01-20,13,55,Rap/Hip Hop
395,21376,Red Roses,Lil Skies Featuring Landon Cube,2018-01-20,20,69,Rap/Hip Hop
396,12123,I Miss You,Clean Bandit Featuring Julia Michaels,2018-01-20,1,92,Rock
397,7873,Filthy,Justin Timberlake,2018-01-20,6,9,Pop
398,4995,Corazon,Maluma X Nego do Borel,2018-01-13,9,87,Rap/Hip Hop
399,21534,Rewrite The Stars,Zac Efron & Zendaya,2018-01-13,7,70,Films/Games
400,27442,This Is Me,Keala Settle & The Greatest Showman Ensemble,2018-01-13,14,58,Films/Games
401,26376,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",2018-01-13,4,88,Films/Games
402,18648,Never Enough,Loren Allred,2018-01-13,4,88,Films/Games
403,2778,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",2018-01-13,5,81,Rap/Hip Hop
404,19623,One Foot,WALK THE MOON,2018-01-13,8,65,Alternative
405,7902,Finesse,Bruno Mars & Cardi B,2018-01-13,23,3,R&B
406,18005,Motorcycle Patches,Huncho Jack,2018-01-06,1,90,Rap/Hip Hop
407,13201,Ice Tray,Quavo & Lil Yachty,2018-01-06,6,74,Rap/Hip Hop
408,27611,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,2018-01-06,1,69,Alternative
409,2480,Bartier Cardi,Cardi B Featuring 21 Savage,2018-01-06,20,14,Rap/Hip Hop
410,3030,Black & Chinese,Huncho Jack,2018-01-06,1,71,Rock
411,15016,La Modelo,Ozuna x Cardi B,2018-01-06,14,52,Reggaeton
412,24599,Stir Fry,Migos,2018-01-06,21,8,Rap/Hip Hop
413,22230,Saint,Huncho Jack,2018-01-06,1,92,Alternative
414,6905,Dubai Shit,Huncho Jack Featuring Offset,2018-01-06,1,83,Rap/Hip Hop
415,21707,River,Eminem Featuring Ed Sheeran,2018-01-06,13,32,Alternative
416,17790,Modern Slavery,Huncho Jack,2018-01-06,1,68,Rap/Hip Hop
417,7496,Eye 2 Eye,Huncho Jack Featuring Takeoff,2018-01-06,1,65,Rap/Hip Hop
418,11229,Huncho Jack,Huncho Jack,2018-01-06,1,87,Rap/Hip Hop
419,18634,Never Be The Same,Camila Cabello,2017-12-30,37,6,Pop
420,5507,Danger,Migos & Marshmello,2017-12-30,1,82,Pop
421,28624,Untouchable,Eminem,2017-12-30,1,86,Pop
422,18240,My Dawg,Lil Baby,2017-12-30,7,77,Rap/Hip Hop
423,5548,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,2017-12-30,7,72,Rap/Hip Hop
424,9147,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,2017-12-30,1,67,Rap/Hip Hop
425,10652,Him & I,G-Eazy & Halsey,2017-12-23,20,14,Rap/Hip Hop
426,14938,Kooda,6ix9ine,2017-12-23,9,50,Rap/Hip Hop
427,17287,Marry Me,Thomas Rhett,2017-12-23,20,30,Pop
428,7986,Five More Minutes,Scotty McCreery,2017-12-23,20,44,Country
429,2749,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,2017-12-23,1,95,Latin Music
430,5185,Criminal,Natti Natasha x Ozuna,2017-12-23,3,95,Reggaeton
431,14394,Juice,Yo Gotti,2017-12-23,6,90,Rap/Hip Hop
432,16963,MIC Drop,BTS Featuring Desiigner,2017-12-16,10,28,Asian Music
433,15302,Legends,Kelsea Ballerini,2017-12-16,12,68,Rap/Hip Hop
434,28015,Total Eclipse Of The Heart,Chloe Kohanski,2017-12-16,1,99,Pop
435,4682,Codeine Dreaming,Kodak Black Featuring Lil Wayne,2017-12-16,14,52,Rap/Hip Hop
436,20396,Perro Fiel,Shakira Featuring Nicky Jam,2017-12-16,1,100,Pop
437,14946,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",2017-12-16,6,75,Rap/Hip Hop
438,29914,When We,Tank,2017-12-09,20,78,Pop
439,30796,Written In The Sand,Old Dominion,2017-12-09,20,51,Country
440,7148,End Game,Taylor Swift Featuring Ed Sheeran & Future,2017-12-09,14,18,Pop
441,19058,No Smoke,YoungBoy Never Broke Again,2017-12-09,18,61,Rap/Hip Hop
442,10845,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",2017-12-09,5,90,Films/Games
443,7019,Echame La Culpa,Luis Fonsi & Demi Lovato,2017-12-09,20,47,Pop
444,26818,The Rest Of Our Life,Tim McGraw & Faith Hill,2017-12-09,1,98,Country
445,2631,Beautiful Trauma,P!nk,2017-12-09,15,78,Pop
446,1989,Awful Things,Lil Peep,2017-12-09,1,79,Rock
447,7590,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,2017-12-09,4,94,Dance
